kingdom,family,scientificName
Plantae,Berberidaceae,Epimedium x versicolor (E. grandiflorum x pinnatum)
Plantae,Betulaceae,Alnus x pubescens (A. glutinosa x incana)
Plantae,Betulaceae,Alnus x spaethii (A. japonica x subcordata)
Plantae,Bignoniaceae,Catalpa x erubescens (C. bignonioides x ovata)
Plantae,Boraginaceae,Anchusa x baumgartnenii (A. ochroleuca x officinalis)
Plantae,Boraginaceae,Symphytum x hidcotense (S. grandiflorum x uplandicum)
Plantae,Boraginaceae,Symphytum x uplandicum (S. officinale x asperum)
Plantae,Brassicaceae,Diplotaxis x wirtgenii (D. muralis x tenuifolia)
Plantae,Brassicaceae,Erysimum x marshallii (E. decumbens x perofskianum)
Plantae,Brassicaceae,Rorippa x anceps (R. amphibia x sylvestris)
Plantae,Brassicaceae,Rorippa x armoracioides (R. austriaca x sylvestris)
Plantae,Caprifoliaceae,Diervilla x splendens (D. lonicera x sessilifolia)
Plantae,Caprifoliaceae,Lonicera x purpusii (L. fragrantissima x standishii)
Plantae,Caprifoliaceae,Symphoricarpos x chenaultii (S. microphyllus x orbiculatus)
Plantae,Caryophyllaceae,Cerastium x maureri (C. tomentosum x arvense)
Plantae,Caryophyllaceae,Silene x hampeana (S. dioica x latifolia)
Plantae,Cistaceae,Cistus x incanus
Plantae,Cistaceae,Cistus x purpureus
Plantae,Convolvulaceae,Convolvulus x lucana (C. sepium x silvaticus)
Plantae,Crassulaceae,Hylotelephium 'Herbstfreude' (H. spectabile x telephium)
Plantae,Crassulaceae,Sempervivum x barbulatum (S. arachnoideum x montanum)
Plantae,Cyperaceae,Carex acuta x C. trinervis
Plantae,Cyperaceae,Carex acuta x Carex aquatilis
Plantae,Cyperaceae,Carex viridula x Carex demissa
Plantae,Cyperaceae,Carex x albertii (C. flacca x panicea)
Plantae,Cyperaceae,Carex x alsatica (C. flava x demissa)
Plantae,Cyperaceae,Carex x arthuriana (C. canescens x remota)
Plantae,Cyperaceae,Carex x beckmanniana (C. riparia x rostrata)
Plantae,Cyperaceae,Carex x boenninghausiana (C. paniculata x remota)
Plantae,Cyperaceae,Carex x elytroides (C. acuta x nigra)
Plantae,Cyperaceae,Carex x evoluta (C. lasiocarpa x riparia)
Plantae,Cyperaceae,Carex x fulva (C. demissa x hostiana)
Plantae,Cyperaceae,Carex x involuta (C. rostrata x vesicaria)
Plantae,Cyperaceae,Carex x kneuckeriana (C. otrubae x remota)
Plantae,Cyperaceae,Carex x pauliana (C. hostiana x viridula)
Plantae,Cyperaceae,Carex x ruedtii (C. flava x lepidocarpa)
Plantae,Cyperaceae,Carex x sooi (C. acutiformis x riparia)
Plantae,Cyperaceae,Carex x timmiana (C. nigra x trinervis)
Plantae,Cyperaceae,Carex x turfosa (C. elata x nigra)
Plantae,Cyperaceae,Carex x uechtritziana (C. acutiformis x lasiocarpa)
Plantae,Cyperaceae,Carex x xanthocarpa (C. flava x hostiana)
Plantae,Cyperaceae,Schoenoplectus x carinatus (S. lacustris x triqueter)
Plantae,Cyperaceae,Schoenoplectus x kuekenthalianus (S. tabernaem. x triqueter)
Plantae,Droseraceae,Drosera x obovata (D. anglica x rotundifolia)
Plantae,Dryopteridaceae,Dryopteris x critica (D. filix-mas x affinis subsp. borreri)
Plantae,Dryopteridaceae,Dryopteris x deweveri (D. carthusiana x dilatata)
Plantae,Dryopteridaceae,Dryopteris x uliginosa (D. carthusiana x cristata)
Plantae,Dryopteridaceae,Dryopteris x yasuhikoana (D. dickinsii x crassirhizoma)
Plantae,Dryopteridaceae,Polystichum x bicknellii (P. setiferum x aculeatum)
Plantae,Dryopteridaceae,Polystichum x illiricum
Plantae,Dryopteridaceae,Polystichum x luerssenii
Plantae,Elaeagnaceae,Elaeagnus x submacrophylla (E. macrophylla x pungens)
Plantae,Equisetaceae,Equisetum x ascendens (E. hyemale x E. x moorei)
Plantae,Equisetaceae,Equisetum x litorale (E. arvense x fluviatile)
Plantae,Equisetaceae,Equisetum x meridionale (E. ramosissimum x variegatum)
Plantae,Equisetaceae,Equisetum x moorei (E. hyemale x ramosissimum)
Plantae,Equisetaceae,Equisetum x trachyodon (E. hyemale x variegatum)
Plantae,Ericaceae,Erica x darleyensis
Plantae,Ericaceae,Rhododendron x intermedium
Plantae,Ericaceae,Vaccinium x intermedium (V. myrtillus x vitis-idaea)
Plantae,Euphorbiaceae,Euphorbia x pseudoesula (E. cyparissias x esula)
Plantae,Fagaceae,Quercus x rosacea (Q. petraea x robur)
Plantae,Fabaceae,Colutea x media (C. arborescens x orientalis)
Plantae,Fabaceae,Laburnum x watereri (L. anagyroides x alpina)
Plantae,Fabaceae,Lupinus x regalis (L. arboreus x polyphyllus)
Plantae,Fabaceae,Medicago x varia (M. falcata x sativa)
Plantae,Fabaceae,Ornithopus x martinii (Ornithopus compressus x Ornithopus perpusillus)
Plantae,Gentianaceae,Centaurium x intermedium (C. erythraea x littorale)
Plantae,Geraniaceae,Erodium x anaristatum (E. cicutarium x lebelii)
Plantae,Geraniaceae,Geranium x cantabrigiense (G. dalmaticum x macrorrhizum)
Plantae,Geraniaceae,Geranium x magnificum (G. ibericum x platypetalum)
Plantae,Geraniaceae,Geranium x monacense (G. phaeum x reflexum)
Plantae,Geraniaceae,Geranium x oxonianum (G. endressii x versicolor)
Plantae,Geraniaceae,Pelargonium x hortorum
Plantae,Grossulariaceae,Ribes x nidigrolaria (R. divaricatum x nigrum x uva-crispa)
Plantae,Hydrangeaceae,Deutzia x lemoinei (D. gracilis x parviflora)
Plantae,Hydrangeaceae,Deutzia x magnifica (D. scabra x vilmorinae)
Plantae,Hypericaceae,Hypericum x desetangsii (H. perforatum x maculatum)
Plantae,Hypericaceae,Hypericum x hidcoteense (H. calycinum x H. x cyathiflorum)
Plantae,Hypericaceae,Hypericum x inodorum (H. androsaemum x hircinum)
Plantae,Iridaceae,Crocosmia 'Lucifer' (C. masoniorum x paniculata)
Plantae,Iridaceae,Crocosmia x crocosmiiflora (C. aurea x pottsii)
Plantae,Iridaceae,Crocus vernus x tommasinianus
Plantae,Iridaceae,Crocus x luteus (C. angustifolius x flavus)
Plantae,Juncaceae,Juncus x diffusus (J. effusus x inflexus)
Plantae,Juncaceae,Juncus x kern-reichgeltii (J. conglomeratus x effusus)
Plantae,Juncaceae,Juncus x langei (J. acutiflorus x alpinoarticulatus)
Plantae,Juncaceae,Juncus x surrejanus (J. acutiflorus x articulatus)
Plantae,Liliaceae,Erythronium 'Pagoda'
Plantae,Liliaceae,Tulipa hybr.
Plantae,Lamiaceae,Caryopteris x clandonensis (C. incana x mongholica)
Plantae,Lamiaceae,Lamium galeobdolon x montanum
Plantae,Lamiaceae,Mentha x gracilis (M. arvensis x spicata)
Plantae,Lamiaceae,Mentha x piperita (M. aquatica x spicata)
Plantae,Lamiaceae,Mentha x rotundifolia (M. longifolia x suaveolens)
Plantae,Lamiaceae,Mentha x suavis (M. aquatica x suaveolens)
Plantae,Lamiaceae,Mentha x verticillata (M. aquatica x arvensis)
Plantae,Lamiaceae,Mentha x villosonervata (M. longifolia x spicata)
Plantae,Lamiaceae,Nepeta x faasenii
Plantae,Lamiaceae,Nepeta x faassenii (N. racemosa x nepetella)
Plantae,Lamiaceae,Phlomis x margaritae
Plantae,Lamiaceae,Prunella laciniata x grandiflora
Plantae,Lamiaceae,Salvia x jamensis
Plantae,Lamiaceae,Scutellaria x hybrida (S. galericulata x minor)
Plantae,Lamiaceae,Stachys x ambigua (S. palustris x sylvatica)
Plantae,Lamiaceae,Teucrium x lucidrys (T. chamaedrys x lucidum)
Plantae,Magnoliaceae,Magnolia x soulangeana
Plantae,Malvaceae,Lavatera x clementii (L. olbia x thuringiaca)
Plantae,Malvaceae,Tilia x europaea (T. cordata x platyphyllos)
Plantae,Musaceae,Musa x paradisiaca
Plantae,Nymphaeaceae,Nymphaea x borealis (Nymphaea alba x candida)
Plantae,Oleaceae,Forsythia x intermedia (F. suspensa x viridissima)
Plantae,Oleaceae,Syringa x henryi (S. villosa x josikaea)
Plantae,Onagraceae,Circaea x intermedia (C. alpina x lutetiana)
Plantae,Onagraceae,Epilobium ciliatum x E. parviflorum
Plantae,Onagraceae,Oenothera x albivelutina (O. fallax x glazioviana)
Plantae,Onagraceae,Oenothera x fallax (O. biennis x glazioviana)
Plantae,Orchidaceae,Anacamptis x alata (A. laxiflora x morio)
Plantae,Orchidaceae,Anacamptis x gennarii (A. morio x papilionacea)
Plantae,Orchidaceae,Dactylorhiza x aschersoniana (D. incarnata x majalis)
Plantae,Orchidaceae,Dactylorhiza x grandis (D. fuchsii x praetermissa)
Plantae,Orchidaceae,Dactylorhiza x hallii (D. maculata x praetermissa)
Plantae,Orchidaceae,Dactylorhiza x kerneriorum (D. fuchsii x incarnata)
Plantae,Orchidaceae,Dactylorhiza x wintonii (D. incarnata x praetermissa)
Plantae,Orchidaceae,Gymnadenia x chanousiana (G. conopsea x rhellicani)
Plantae,Orchidaceae,Gymnadenia x heufleri (G. nigra x odoratissima)
Plantae,Orchidaceae,Gymnadenia x intermedia (G. conopsea x odoratissima)
Plantae,Orchidaceae,Neotinea x dietrichiana (N. tridentata x ustata)
Plantae,Orchidaceae,Ophrys x albertiana (O. apifera x fuciflora)
Plantae,Orchidaceae,Ophrys x apicula
Plantae,Orchidaceae,Ophrys x ascheronii (O. fuciflora x sphegodes)
Plantae,Orchidaceae,Ophrys x devenensis (O. fuciflora x insectifera)
Plantae,Orchidaceae,Ophrys x fernandii
Plantae,Orchidaceae,Ophrys x hybrida (O. insectifera x sphegodes)
Plantae,Orchidaceae,Ophrys x nouletii
Plantae,Orchidaceae,Ophrys x olbiensis (O. bombyliflora x scolopax)
Plantae,Orchidaceae,Ophrys x sommieri
Plantae,Orchidaceae,Orchis x angusticruris (O. purpurea x simia)
Plantae,Orchidaceae,Orchis x bergonii (O. anthropophora x simia)
Plantae,Orchidaceae,Orchis x beyrichii (O. militaris x simia)
Plantae,Orchidaceae,Orchis x bivonae (O. anthropophorum x italica)
Plantae,Orchidaceae,Orchis x hybrida (O. militaris x purpurea)
Plantae,Orchidaceae,Orchis x penzigiana
Plantae,Orchidaceae,Orchis x sezikiana
Plantae,Orchidaceae,Orchis x spuria (O. anthropophora x militaris)
Plantae,Orchidaceae,Platanthera x hybrida (P. bifolia x chlorantha)
Plantae,Orchidaceae,Spiranthes cernua x Spiranthes odorata
Plantae,Orchidaceae,x Dactylodenia st-quintinii (Dactylorhiza fuchsii x Gymnadenia conopsea)
Plantae,Papaveraceae,Macleaya x kewensis (M. cordata x microcarpa)
Plantae,Papaveraceae,Papaver x exspectatum (P. dubium x rhoeas)
Plantae,Pinaceae,Larix x marschlinsii (L. decidua x kaempferi)
Plantae,Plantaginaceae,Linaria x sepium (L. vulgaris x repens)
Plantae,Plantaginaceae,Veronica longifolia x Veronica spicata
Plantae,Plantaginaceae,Veronica x lackschewitzii (V. anagallis-aquatica x catenata)
Plantae,Polygonaceae,Fallopia x bohemica (F. japonica x sachalinensis)
Plantae,Polygonaceae,Rheum x rhabarbarum
Plantae,Polygonaceae,Rumex x confusus (R. crispus x patientia)
Plantae,Polygonaceae,Rumex x pratensis (R. crispus x obtusifolius)
Plantae,Polygonaceae,Rumex x schreberi (R. hydrolapathulum x crispus)
Plantae,Polypodiaceae,Polypodium x mantoniae (P. interjectum x vulgare)
Plantae,Potamogetonaceae,Potamogeton x angustifolius (P. gramineus x lucens)
Plantae,Potamogetonaceae,Potamogeton x fluitans (P. lucens x natans)
Plantae,Potamogetonaceae,Potamogeton x lintonii (P. friesii x crispus)
Plantae,Potamogetonaceae,Potamogeton x nitens (gramineus x perfoliatus)
Plantae,Potamogetonaceae,Potamogeton x salicifolius (P. lucens x perfoliatus)
Plantae,Potamogetonaceae,Potamogeton x sparganifolius (P. gramineus x natans)
Plantae,Primulaceae,Primula x digenea (P. elatior x vulgaris)
Plantae,Primulaceae,Primula x media (P. elatior x veris)
Plantae,Primulaceae,Primula x tommasinii (P. veris x vulgaris)
Plantae,Poaceae,Agrostis x fouilladeana (A. capillaris x castellana)
Plantae,Poaceae,Alopecurus x brachystylus (A. geniculatus x pratensis)
Plantae,Poaceae,Calamagrostis x  callammophila (C. arenaria x epigejos)
Plantae,Poaceae,Calamagrostis x gracilescens (C. canescens x stricta)
Plantae,Poaceae,Elymus x obtusiusculus (E. athericus x farctus)
Plantae,Poaceae,Glyceria x pedicellata (G. fluitans x notata)
Plantae,Poaceae,Lolium x hybridum (L. multiflorum x perenne)
Plantae,Poaceae,Miscanthus x giganteus (sacchariflorus x sinensis)
Plantae,Poaceae,Spartina x townsendii (S. alterniflora x maritima)
Plantae,Poaceae,x Agropogon lutosus (Agrostis stolonifera x Polypogon monspeliensis)
Plantae,Poaceae,x Festulolium braunii (Festuca pratensis x Lolium multiflorum)
Plantae,Poaceae,x Festulolium loliaceum (Festuca pratensis x Lolium perenne)
Plantae,Ranunculaceae,Aconitum x stoerkianum (A. napellus x variegatum)
Plantae,Ranunculaceae,Anemone x hybrida (A. hupehensis x vitifolia)
Plantae,Ranunculaceae,Helleborus x hybridus
Plantae,Rosaceae,Aronia x prunifolia (A. arbutifolia x melanocarpa)
Plantae,Rosaceae,Cotoneaster x suecicus (C. conspicuus x dammeri)
Plantae,Rosaceae,Cotoneaster x watereri (C. frigidus x salicifolius)
Plantae,Rosaceae,Crataegus x macrocarpa (C. laevigata x rhipidophylla)
Plantae,Rosaceae,Crataegus x media (C. laevigata x monogyna)
Plantae,Rosaceae,Crataegus x subsphaerica (C. monogyna x rhipidophylla)
Plantae,Rosaceae,Fragaria x Comarum spec.
Plantae,Rosaceae,Fragaria x ananassa (F. virginiana x chiloensis)
Plantae,Rosaceae,Geum x intermedium (G. rivale x urbanum)
Plantae,Rosaceae,Malus x domestica
Plantae,Rosaceae,Potentilla x mixta (P. anglica x reptans)
Plantae,Rosaceae,Potentilla x suberecta (P. anglica x erecta)
Plantae,Rosaceae,Prunus x fruticans (P. domestica subsp. insititia x spinosa)
Plantae,Rosaceae,Rosa 'Hollandica'
Plantae,Rosaceae,Rosa x gremlii (R. micrantha x rubiginosa)
Plantae,Rosaceae,Rosa x subcanina (R. canina x vosagiaca)
Plantae,Rosaceae,Rubus x idaeoides (R. idaeus x caesius)
Plantae,Rosaceae,Sorbus x thuringiaca (S. aria x aucuparia)
Plantae,Rosaceae,Spiraea x arguta (S. multiflora x  thunbergii)
Plantae,Rosaceae,Spiraea x billardii (S. alba x douglasii)
Plantae,Rosaceae,Spiraea x cinerea
Plantae,Rosaceae,Spiraea x vanhouttei (S. cantoniensis x trilobata)
Plantae,Rosaceae,x Crataemespilus grandiflora
Plantae,Rubiaceae,Galium x pomeranicum (G. mollugo x verum)
Plantae,Salicaceae,Populus x canadensis (P. nigra x deltoides)
Plantae,Salicaceae,Populus x canescens (P. alba x tremula)
Plantae,Salicaceae,Salix x ambigua (S. aurita x repens)
Plantae,Salicaceae,Salix x capreola (S. aurita x caprea)
Plantae,Salicaceae,Salix x charrieri (S. atrocinerea x aurita)
Plantae,Salicaceae,Salix x doniana (S. purpurea x repens)
Plantae,Salicaceae,Salix x fragilis (S. alba x euxina)
Plantae,Salicaceae,Salix x friesiana (S. repens x viminalis)
Plantae,Salicaceae,Salix x holosericea (S. cinerea x viminalis)
Plantae,Salicaceae,Salix x meyeriana (S. euxina x pentandra)
Plantae,Salicaceae,Salix x mollissima (S. triandra x viminalis)
Plantae,Salicaceae,Salix x multinervis (S. aurita x cinerea)
Plantae,Salicaceae,Salix x pendulina (S. babylonica x fragilis)
Plantae,Salicaceae,Salix x reichardtii (S. caprea x cinerea s.s.)
Plantae,Salicaceae,Salix x rubra (S. purpurea x viminalis)
Plantae,Salicaceae,Salix x sepulcralis (S. alba x babylonica)
Plantae,Salicaceae,Salix x smithiana (S. caprea x viminalis)
Plantae,Salicaceae,Salix x subsericea (S. cinerea x repens)
Plantae,Sapindaceae,Aesculus x carnea (A. hippocastanum x pavia)
Plantae,Saxifragaceae,Bergenia x schmidtii (B. ciliata x crassifolia)
Plantae,Saxifragaceae,Saxifraga x arendsii s.l.
Plantae,Saxifragaceae,Saxifraga x urbium (S. spathularis x umbrosa)
Plantae,Scrophulariaceae,Buddleja x weyeriana
Plantae,Scrophulariaceae,Verbascum x ambiguum (V. densiflorum x nigrum)
Plantae,Scrophulariaceae,Verbascum x brockmuelleri (V. nigrum x phlomoides)
Plantae,Scrophulariaceae,Verbascum x mixtum (V. nigrum x pulverulentum)
Plantae,Scrophulariaceae,Verbascum x murbeckii (V. phlomoides x pulverulentum)
Plantae,Solanaceae,Nicotiana x sanderae (N. alata x forgetiana)
Plantae,Solanaceae,Petunia x punctata (P. axillaris x integrifolia)
Plantae,Solanaceae,Solanum x procurrens (S. nigrum x nitidibaccatum)
Plantae,Taxaceae,Taxus x media
Plantae,Typhaceae,Typha x glauca (T. angustifolia x latifolia)
Plantae,Ulmaceae,Ulmus x hollandica (U. glabra x minor)
Plantae,Verbenaceae,Verbena x hybrida
Plantae,Violaceae,Viola x bavarica (V. reichenbachiana x riviniana)
Plantae,Violaceae,Viola x braunii (V. canina x rupestris)
Plantae,Violaceae,Viola x contempta (V. arvensis x tricolor)
Plantae,Violaceae,Viola x ritschliana (V. canina x stagnina)
Plantae,Violaceae,Viola x scabra (V. odorata x hirta)
Plantae,Violaceae,Viola x wittrockiana
Plantae,Xanthorrhoeceae,Hemerocallis hybr.
"",Amblystegiaceae,Drepanocladus spec.
"",Anthocerotaceae,Anthoceros spec.
"",Batramiaceae,Philonotis spec.
"",Brachytheciaceae,Brachythecium spec.
"",Brachytheciaceae,Rhynchostegium spec.
"",Bryaceae,Bryum rubens + B. bornholmense + B. microerythrocarpum
"",Bryaceae,Bryum spec.
"",Bryophyta,Bryophyta indet.
"",Calliergonaceae,Warnstorfia spec.
"",Calypogeiaceae,Calypogeia spec.
"",Cephaloziaceae,Cephalozia spec.
"",Cephaloziellaceae,Cephaloziella spec.
"",Cladoniaceae,Cladina spec.
"",Cladoniaceae,Cladonia cervicornis + pulvinata + verticillata
"",Cladoniaceae,Cladonia floerkeana + macilenta
"",Cladoniaceae,Cladonia pyxidata + monomorpha + pocillum
"",Cladoniaceae,Cladonia spec.
"",Collemataceae,Collema spec.
"",Dicranaceae,Dicranella spec.
"",Ditrichaceae,Pleuridium spec.
"",Ephemeraceae,Ephemerum spec.
"",Fissidentaceae,Fissidens spec.
"",Fossombroniaceae,Fossombronia spec.
"",Geocalycaceae,Lophocolea spec.
"",Graphidaceae,Phaeographis spec.
"",Grimmiaceae,Grimmia spec.
"",Grimmiaceae,Grimmiaceae spec.
"",Grimmiaceae,Racomitrium spec.
"",Grimmiaceae,Schistidium apocarpum + S. crassipilum + S. elegantulum
"",Grimmiaceae,Schistidium spec.
"",Hedwigiaceae,Hedwigia spec.
"",Hypnaceae,Hypnum cupressiforme + H. andoi
"",Hypnaceae,Hypnum spec.
"",Lecanoraceae,Lecanora dispersa + hagenii + sambuci
"",Lecanoraceae,Lecanora spec.
"",Lecideaceae,Lecidea fuscoatra + grisella
"",Lepidoziaceae,Kurzia spec.
"",Leucobryaceae,Campylopus fragilis + C. pyriformis
"",Leucobryaceae,Campylopus spec.
"",Lichens,Hypopterygium spec.
"",Lichens,Lichen indet.
"",Lichens,Lichen parasite indet.
"",Lichens,Lobaria spec.
"",Lichens,Phaeopyxis spec.
"",Lophoziaceae,Lophozia spec.
"",Megasporaceae,Aspicilia spec.
"",Megasporaceae,Circinaria spec.
"",Metzgeriaceae,Metzgeria spec.
"",Mniaceae,Plagiomnium spec.
"",Mniaceae,Pohlia spec.
"",Opegraphaceae,Opegrapha spec.
"",Orthotrichaceae,Orthotrichum spec.
"",Orthotrichaceae,Ulota spec.
"",Orthotrichaceae,Zygodon spec.
"",Orthotrichaceae,Zygodon viridissimus + rupestris
"",Pallaviciniaceae,Moerckia spec.
"",Pelliaceae,Pellia spec.
"",Physciaceae,Physcia spec.
"",Plagiotheciaceae,Plagiothecium denticulatum / laetum
"",Plagiotheciaceae,Plagiothecium spec.
"",Polytrichaceae,Atrichum spec.
"",Polytrichaceae,Pogonatum spec.
"",Polytrichaceae,Polytrichum commune + formosum
"",Polytrichaceae,Polytrichum spec.
"",Pottiaceae,Barbula spec.
"",Pottiaceae,Didymodon spec.
"",Pottiaceae,Microbryum spec.
"",Pottiaceae,Syntrichia spec.
"",Pottiaceae,Tortula truncata + T. modica
"",Pottiaceae,Weissia spec.
"",Pyrenulaceae,Pyrenula spec.
"",Parmeliaceae,Evernia spec.
"",Parmeliaceae,Flavocetraria spec.
"",Parmeliaceae,Flavoparmelia spec.
"",Parmeliaceae,Hypotrachyna revoluta + afrorevoluta
"",Parmeliaceae,Lichen spec.
"",Parmeliaceae,Melanelia spec.
"",Parmeliaceae,Melanelixia fuliginosa + glabratula
"",Parmeliaceae,Parmeliaceae indet.
"",Parmeliaceae,Punctelia subrudecta + jeckeri + borreri
"",Parmeliaceae,Usnea spec.
"",Parmeliaceae,Xanthoparmelia spec.
"",Peltigeraceae,Peltigera spec.
"",Ramalinaceae,Bacidia spec.
"",Ramalinaceae,Bacidina adastra + delicata + sulphurella
"",Ramalinaceae,Ramalina spec.
"",Rhizocarpaceae,Rhizocarpon spec.
"",Ricciaceae,Riccia spec.
"",Ricciaceae,Ricciaceae spec.
"",Scapaniaceae,Scapania spec.
"",Sphaerocarpaceae,Sphaerocarpos spec.
"",Sphagnaceae Peat Mosses,Sphagnum capillifolium + S. rubellum
"",Sphagnaceae Peat Mosses,Sphagnum spec.
"",Stereocaulaceae,Lepraria spec.
"",Stereocaulaceae,Stereocaulon spec.
"",Teloschistaceae,Athallia cerinella + cerinelloides
"",Teloschistaceae,Athallia spec.
"",Teloschistaceae,Caloplaca spec.
